POLLING PLACE LOCATION,POLLING PLACE ADDRESS,BLDG,PARK,ZIP,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,,,City,State,County,Zip,Country,Source
WELSH RD BRANCH LIBRARY,9233 ROOSEVELT BLVD,F,L,19114,40.074635,-75.03422,1,range_interpolation,9233,Roosevelt Blvd,,,Philadelphia,PA,Philadelphia County,19114,US,TIGER/Line® dataset from the US Census Bureau
THE ATRIUM APARTMENTS,2555 WELSH RD,M,N,19114,40.069128,-75.029453,1,rooftop,2555,Welsh Rd,,,Philadelphia,PA,Philadelphia County,19114,US,Philadelphia
POLLOCK SCHOOL,2875 WELSH RD,A,L,19152,40.061875,-75.027991,1,range_interpolation,2875,Welsh Rd,,,Philadelphia,PA,Philadelphia County,19152,US,TIGER/Line® dataset from the US Census Bureau
POLLOCK SCHOOL,2875 WELSH RD,A,L,19152,40.061875,-75.027991,1,range_interpolation,2875,Welsh Rd,,,Philadelphia,PA,Philadelphia County,19152,US,TIGER/Line® dataset from the US Census Bureau
POLLOCK SCHOOL,2875 WELSH RD,A,L,19152,40.061875,-75.027991,1,range_interpolation,2875,Welsh Rd,,,Philadelphia,PA,Philadelphia County,19152,US,TIGER/Line® dataset from the US Census Bureau
PENN CRISP GYM,9151 ACADEMY RD,M,L,19114,40.055958,-75.008897,1,rooftop,9151,Academy Rd,,,Philadelphia,PA,Philadelphia County,19114,US,Philadelphia
CRISPIN GARDENS MEETING ROOM,8903 CONVENT AVE,M,L,19136,40.056893,-75.018882,1,rooftop,8903,Convent Ave,,,Philadelphia,PA,Philadelphia County,19136,US,Philadelphia
THOMAS HOLME SCHOOL,9125 ACADEMY RD,M,H,19114,40.055925,-75.009934,1,rooftop,9125,Academy Rd,,,Philadelphia,PA,Philadelphia County,19114,US,Philadelphia
THOMAS HOLME SCHOOL,9125 ACADEMY RD,M,H,19114,40.055925,-75.009934,1,rooftop,9125,Academy Rd,,,Philadelphia,PA,Philadelphia County,19114,US,Philadelphia
POLLOCK SCHOOL,2875 WELSH RD,A,L,19152,40.061875,-75.027991,1,range_interpolation,2875,Welsh Rd,,,Philadelphia,PA,Philadelphia County,19152,US,TIGER/Line® dataset from the US Census Bureau
PENN CRISP GYM,9151 ACADEMY RD,M,L,19114,40.055958,-75.008897,1,rooftop,9151,Academy Rd,,,Philadelphia,PA,Philadelphia County,19114,US,Philadelphia
PENNYPACK WOODS HOMES ASSOCIATION,8724 CRISPIN ST,M,H,19136,40.053188,-75.015193,1,rooftop,8724,Crispin St,,,Philadelphia,PA,Philadelphia County,19136,US,Philadelphia
PENNYPACK WOODS HOMES ASSOCIATION,8724 CRISPIN ST,M,H,19136,40.053188,-75.015193,1,rooftop,8724,Crispin St,,,Philadelphia,PA,Philadelphia County,19136,US,Philadelphia
PENN CRISP GYM,9151 ACADEMY RD,M,L,19114,40.055958,-75.008897,1,rooftop,9151,Academy Rd,,,Philadelphia,PA,Philadelphia County,19114,US,Philadelphia
POLLOCK SCHOOL,2875 WELSH RD,A,L,19152,40.061875,-75.027991,1,range_interpolation,2875,Welsh Rd,,,Philadelphia,PA,Philadelphia County,19152,US,TIGER/Line® dataset from the US Census Bureau
PENN CRISP GYM,9151 ACADEMY RD,M,L,19114,40.055958,-75.008897,1,rooftop,9151,Academy Rd,,,Philadelphia,PA,Philadelphia County,19114,US,Philadelphia
TORRESDALE RECREATION CENTER,9550 FRANKFORD AVE,M,N,19114,40.059041,-74.998002,1,rooftop,9550,Frankford Ave,,,Philadelphia,PA,Philadelphia County,19114,US,Philadelphia
POLLOCK SCHOOL,2875 WELSH RD,A,L,19152,40.061875,-75.027991,1,range_interpolation,2875,Welsh Rd,,,Philadelphia,PA,Philadelphia County,19152,US,TIGER/Line® dataset from the US Census Bureau
AVIATION INSTITUTE,3001 GRANT AVE,F,L,19114,40.072221,-75.013125,1,range_interpolation,3001,Grant Ave,,,Philadelphia,PA,Philadelphia County,19114,US,TIGER/Line® dataset from the US Census Bureau
AVIATION INSTITUTE,3001 GRANT AVE,F,L,19114,40.072221,-75.013125,1,range_interpolation,3001,Grant Ave,,,Philadelphia,PA,Philadelphia County,19114,US,TIGER/Line® dataset from the US Census Bureau
POLLOCK SCHOOL,2875 WELSH RD,A,L,19152,40.061875,-75.027991,1,range_interpolation,2875,Welsh Rd,,,Philadelphia,PA,Philadelphia County,19152,US,TIGER/Line® dataset from the US Census Bureau
POLLOCK SCHOOL,2875 WELSH RD,A,L,19152,40.061875,-75.027991,1,range_interpolation,2875,Welsh Rd,,,Philadelphia,PA,Philadelphia County,19152,US,TIGER/Line® dataset from the US Census Bureau
PENNYPACK WOODS HOMES ASSOCIATION,8724 CRISPIN ST,M,H,19136,40.053188,-75.015193,1,rooftop,8724,Crispin St,,,Philadelphia,PA,Philadelphia County,19136,US,Philadelphia
WASHINGTON HIGH SCHOOL,10175 BUSTLETON AVE,M,L,19116,40.107403,-75.026632,1,range_interpolation,10175,Bustleton Ave,,,Philadelphia,PA,Philadelphia County,19116,US,TIGER/Line® dataset from the US Census Bureau
LOESCHE SCHOOL,595 TOMLINSON RD,M,L,19116,40.113625,-75.02398,1,range_interpolation,595,Tomlinson Rd,,,Philadelphia,PA,Philadelphia County,19116,US,TIGER/Line® dataset from the US Census Bureau
HAYES RECREATION CENTER,9800 ROOSEVELT BLVD,F,L,19115,40.088482,-75.021845,1,range_interpolation,9800,Roosevelt Blvd,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
IMMANUEL LUTHERAN CHURCH,13490 WORTHINGTON RD,B,L,19116,40.122796,-75.003093,1,range_interpolation,13490,Worthington Rd,,,Philadelphia,PA,Philadelphia County,19116,US,TIGER/Line® dataset from the US Census Bureau
CALVARY CHAPEL,13500 PHILMONT AVE,F,H,19116,40.130008,-75.016118,0.99,rooftop,13500-50,Philmont Ave,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
PHILA KOREAN REFORM CHURCH,11047 BUSTLETON AVE,F,L,19116,40.114585,-75.021053,1,rooftop,11047,Bustleton Ave,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
PHILA KOREAN REFORM CHURCH,11047 BUSTLETON AVE,F,L,19116,40.114585,-75.021053,1,rooftop,11047,Bustleton Ave,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
WASHINGTON HIGH SCHOOL,10175 BUSTLETON AVE,M,L,19116,40.107403,-75.026632,1,range_interpolation,10175,Bustleton Ave,,,Philadelphia,PA,Philadelphia County,19116,US,TIGER/Line® dataset from the US Census Bureau
ST THOMAS SYRO MALABAR CHURCH,608 WELSH RD,F,H,19115,40.103063,-75.052292,1,rooftop,608,Welsh Rd,,,Philadelphia,PA,Philadelphia County,19115,US,Philadelphia
LACKMAN RECREATION CENTER,1101 BARTLETT ST,M,L,19115,40.101353,-75.034498,1,range_interpolation,1101,Bartlett St,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
ANNE FRANK SCHOOL,2000 BOWLER ST,F,H,19115,40.088634,-75.028739,1,range_interpolation,2000,Bowler St,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
SYNAGOGUE [CONGREGATION BETH SOLOMON],198 TOMLINSON RD,M,N,19116,40.119489,-75.035815,1,rooftop,198,Tomlinson Rd,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
ST THOMAS SYRO MALABAR CHURCH,608 WELSH RD,F,H,19115,40.103063,-75.052292,1,rooftop,608,Welsh Rd,,,Philadelphia,PA,Philadelphia County,19115,US,Philadelphia
ANNE FRANK SCHOOL,2000 BOWLER ST,F,H,19115,40.088634,-75.028739,1,range_interpolation,2000,Bowler St,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
WASHINGTON HIGH SCHOOL,10175 BUSTLETON AVE,M,L,19116,40.107403,-75.026632,1,range_interpolation,10175,Bustleton Ave,,,Philadelphia,PA,Philadelphia County,19116,US,TIGER/Line® dataset from the US Census Bureau
LACKMAN RECREATION CENTER,1101 BARTLETT ST,M,L,19115,40.101353,-75.034498,1,range_interpolation,1101,Bartlett St,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
ST THOMAS SYRO MALABAR CHURCH,608 WELSH RD,F,H,19115,40.103063,-75.052292,1,rooftop,608,Welsh Rd,,,Philadelphia,PA,Philadelphia County,19115,US,Philadelphia
WASHINGTON HIGH SCHOOL,10175 BUSTLETON AVE,M,L,19116,40.107403,-75.026632,1,range_interpolation,10175,Bustleton Ave,,,Philadelphia,PA,Philadelphia County,19116,US,TIGER/Line® dataset from the US Census Bureau
PAUL'S RUN RETIREMENT COMMUNITY,9896 BUSTLETON AVE,F,H,19115,40.09785,-75.030668,1,range_interpolation,9896,Bustleton Ave,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
SOMERTON METHODIST CHURCH,13200 TREVOSE RD,A,L,19116,40.126147,-75.013363,1,rooftop,13200,Trevose Rd,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
CALVARY CHAPEL,13500 PHILMONT AVE,F,H,19116,40.130008,-75.016118,0.99,rooftop,13500-50,Philmont Ave,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
FELLOWSHIP BIBLE CHURCH,13021 WORTHINGTON RD,M,L,19116,40.119486,-75.005189,1,rooftop,13021,Worthington Rd,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
HAYES RECREATION CENTER,9800 ROOSEVELT BLVD,F,L,19115,40.088482,-75.021845,1,range_interpolation,9800,Roosevelt Blvd,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
SOMERTON YOUTH ORGANIZATION,1400 SOUTHAMPTON RD,F,L,19116,40.119143,-74.996055,1,rooftop,1400,Southampton Rd,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
SOMERTON METHODIST CHURCH,13200 TREVOSE RD,A,L,19116,40.126147,-75.013363,1,rooftop,13200,Trevose Rd,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
LACKMAN RECREATION CENTER,1101 BARTLETT ST,M,L,19115,40.101353,-75.034498,1,range_interpolation,1101,Bartlett St,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
ANNE FRANK SCHOOL,2000 BOWLER ST,F,H,19115,40.088634,-75.028739,1,range_interpolation,2000,Bowler St,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
ANNE FRANK SCHOOL,2000 BOWLER ST,F,H,19115,40.088634,-75.028739,1,range_interpolation,2000,Bowler St,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
SOMERTON YOUTH ORGANIZATION,1400 SOUTHAMPTON RD,F,L,19116,40.119143,-74.996055,1,rooftop,1400,Southampton Rd,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
HAYES RECREATION CENTER,9800 ROOSEVELT BLVD,F,L,19115,40.088482,-75.021845,1,range_interpolation,9800,Roosevelt Blvd,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
HAYES RECREATION CENTER,9800 ROOSEVELT BLVD,F,L,19115,40.088482,-75.021845,1,range_interpolation,9800,Roosevelt Blvd,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
LOESCHE SCHOOL,595 TOMLINSON RD,M,L,19116,40.113625,-75.02398,1,range_interpolation,595,Tomlinson Rd,,,Philadelphia,PA,Philadelphia County,19116,US,TIGER/Line® dataset from the US Census Bureau
SYNAGOGUE [CONGREGATION BETH SOLOMON],198 TOMLINSON RD,M,N,19116,40.119489,-75.035815,1,rooftop,198,Tomlinson Rd,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
SYNAGOGUE [CONGREGATION BETH SOLOMON],198 TOMLINSON RD,M,N,19116,40.119489,-75.035815,1,rooftop,198,Tomlinson Rd,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
COMLY SCHOOL,1001 BYBERRY RD  ,M,N,19116,40.120952,-75.009102,1,rooftop,1001,Byberry Rd,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
WASHINGTON HIGH SCHOOL,10175 BUSTLETON AVE,M,L,19116,40.107403,-75.026632,1,range_interpolation,10175,Bustleton Ave,,,Philadelphia,PA,Philadelphia County,19116,US,TIGER/Line® dataset from the US Census Bureau
LOESCHE SCHOOL,595 TOMLINSON RD,M,L,19116,40.113625,-75.02398,1,range_interpolation,595,Tomlinson Rd,,,Philadelphia,PA,Philadelphia County,19116,US,TIGER/Line® dataset from the US Census Bureau
SYNAGOGUE [CONGREGATION BETH SOLOMON],198 TOMLINSON RD,M,N,19116,40.119489,-75.035815,1,rooftop,198,Tomlinson Rd,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
FELLOWSHIP BIBLE CHURCH,13021 WORTHINGTON RD,M,L,19116,40.119486,-75.005189,1,rooftop,13021,Worthington Rd,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
SOMERTON METHODIST CHURCH,13200 TREVOSE RD,A,L,19116,40.126147,-75.013363,1,rooftop,13200,Trevose Rd,,,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
IMMANUEL LUTHERAN CHURCH,13490 WORTHINGTON RD,B,L,19116,40.122796,-75.003093,1,range_interpolation,13490,Worthington Rd,,,Philadelphia,PA,Philadelphia County,19116,US,TIGER/Line® dataset from the US Census Bureau
ANNE FRANK SCHOOL,2000 BOWLER ST,F,H,19115,40.088634,-75.028739,1,range_interpolation,2000,Bowler St,,,Philadelphia,PA,Philadelphia County,19115,US,TIGER/Line® dataset from the US Census Bureau
LOESCHE SCHOOL,595 TOMLINSON RD,M,L,19116,40.113625,-75.02398,1,range_interpolation,595,Tomlinson Rd,,,Philadelphia,PA,Philadelphia County,19116,US,TIGER/Line® dataset from the US Census Bureau
WASHINGTON HIGH SCHOOL,10175 BUSTLETON AVE,M,L,19116,40.107403,-75.026632,1,range_interpolation,10175,Bustleton Ave,,,Philadelphia,PA,Philadelphia County,19116,US,TIGER/Line® dataset from the US Census Bureau
M L KING HIGH SCHOOL,6100 STENTON AVE,F,L,19138,40.057788,-75.162122,1,range_interpolation,6100,Stenton Ave,,,Philadelphia,PA,Philadelphia County,19138,US,TIGER/Line® dataset from the US Census Bureau
AWBURY RECREATION CENTER,6101 ARDLEIGH ST,F,L,19138,40.053652,-75.163177,1,rooftop,6101,Ardleigh St,,,Philadelphia,PA,Philadelphia County,19138,US,Philadelphia
M L KING HIGH SCHOOL,6100 STENTON AVE,F,L,19138,40.057788,-75.162122,1,range_interpolation,6100,Stenton Ave,,,Philadelphia,PA,Philadelphia County,19138,US,TIGER/Line® dataset from the US Census Bureau
AWBURY RECREATION CENTER,6101 ARDLEIGH ST,F,L,19138,40.053652,-75.163177,1,rooftop,6101,Ardleigh St,,,Philadelphia,PA,Philadelphia County,19138,US,Philadelphia
WATERVIEW RECREATION CENTER,5826 MCMAHON ST,A,L,19144,40.045159,-75.167753,1,range_interpolation,5826,McMahon St,,,Philadelphia,PA,Philadelphia County,19144,US,TIGER/Line® dataset from the US Census Bureau
MORTON HOMES (PHA),5920 MORTON ST,M,L,19144,40.043144,-75.172726,1,range_interpolation,5920,Morton St,,,Philadelphia,PA,Philadelphia County,19144,US,TIGER/Line® dataset from the US Census Bureau
MORTON HOMES (PHA),5920 MORTON ST,M,L,19144,40.043144,-75.172726,1,range_interpolation,5920,Morton St,,,Philadelphia,PA,Philadelphia County,19144,US,TIGER/Line® dataset from the US Census Bureau
MORTON HOMES (PHA),5920 MORTON ST,M,L,19144,40.043144,-75.172726,1,range_interpolation,5920,Morton St,,,Philadelphia,PA,Philadelphia County,19144,US,TIGER/Line® dataset from the US Census Bureau
WATERVIEW RECREATION CENTER,5826 MCMAHON ST,A,L,19144,40.045159,-75.167753,1,range_interpolation,5826,McMahon St,,,Philadelphia,PA,Philadelphia County,19144,US,TIGER/Line® dataset from the US Census Bureau
MALLERY RECREATION CENTER,100 E JOHNSON ST,F,L,19144,40.048011,-75.179211,0.99,rooftop,100-70,E Johnson St,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
MALLERY RECREATION CENTER,100 E JOHNSON ST,F,L,19144,40.048011,-75.179211,0.99,rooftop,100-70,E Johnson St,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
MALLERY RECREATION CENTER,100 E JOHNSON ST,F,L,19144,40.048011,-75.179211,0.99,rooftop,100-70,E Johnson St,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
MALLERY RECREATION CENTER,100 E JOHNSON ST,F,L,19144,40.048011,-75.179211,0.99,rooftop,100-70,E Johnson St,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
MALLERY RECREATION CENTER,100 E JOHNSON ST,F,L,19144,40.048011,-75.179211,0.99,rooftop,100-70,E Johnson St,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
FIRST UNITED METHODIST CHURCH,6001 GERMANTOWN AVE,F,L,19144,40.040208,-75.177665,0.99,rooftop,6001-25,Germantown Ave,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
FAITH CHAPEL CHURCH,108 E PRICE ST,M,L,19144,40.037854,-75.173857,0.99,rooftop,108-12,E Price St,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
MASTERY PICKETT CHARTER SCHOOL,5700 WAYNE AVE,M,H,19144,40.031877,-75.180876,1,rooftop,5700,Wayne Ave,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
LINGELBACH SCHOOL,6340 WAYNE AVE,A,L,19144,40.036748,-75.189221,1,rooftop,6340,Wayne Ave,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
COLEMAN REGIONAL LIBRARY,68 W CHELTEN AVE,M,N,19144,40.03406,-75.176034,0.99,rooftop,68-76,W Chelten Ave,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
RITTENHOUSE HILL APARTMENTS,633 W RITTENHOUSE ST,F,H,19144,40.030354,-75.184491,1,range_interpolation,633,W Rittenhouse St,,,Philadelphia,PA,Philadelphia County,19144,US,TIGER/Line® dataset from the US Census Bureau
LINGELBACH SCHOOL,6340 WAYNE AVE,A,L,19144,40.036748,-75.189221,1,rooftop,6340,Wayne Ave,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
FIRST UNITED METHODIST CHURCH,6001 GERMANTOWN AVE,F,L,19144,40.040208,-75.177665,0.99,rooftop,6001-25,Germantown Ave,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
GERMANTOWN MENNONITE CHURCH,21 W WASHINGTON LN,M,L,19144,40.042905,-75.181557,1,rooftop,21,W Washington Ln,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
GRACE BAPTIST CHURCH OF GERMANTOWN,25 W JOHNSON ST,M,L,19144,40.045328,-75.182856,1,range_interpolation,25,W Johnson St,,,Philadelphia,PA,Philadelphia County,19144,US,TIGER/Line® dataset from the US Census Bureau
LINGELBACH SCHOOL,6340 WAYNE AVE,A,L,19144,40.036748,-75.189221,1,rooftop,6340,Wayne Ave,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
WEST PHILA HIGH SCHOOL,4901 CHESTNUT ST,F,H,19139,39.958659,-75.219982,0.99,rooftop,4901-31,Chestnut St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
WEST PHILA HIGH SCHOOL,4901 CHESTNUT ST,F,H,19139,39.958659,-75.219982,0.99,rooftop,4901-31,Chestnut St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
BLACKWELL BRANCH LIBRARY,125 S 52ND ST,F,N,19139,39.957479,-75.225055,0.99,rooftop,125-33,S 52nd St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
HOLMES SENIOR APARTMENTS,5429 CHESTNUT ST,F,H,19139,39.959543,-75.230535,0.99,rooftop,5429-55,Chestnut St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
WEST PHILA YMCA,5120 CHESTNUT ST,M,H,19139,39.958132,-75.223548,1,range_interpolation,5120,Chestnut St,,,Philadelphia,PA,Philadelphia County,19139,US,TIGER/Line® dataset from the US Census Bureau
HOLMES SENIOR APARTMENTS,5429 CHESTNUT ST,F,H,19139,39.959543,-75.230535,0.99,rooftop,5429-55,Chestnut St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
SAYRE SCHOOL,5800 WALNUT ST,M,L,19139,39.957457,-75.238688,1,rooftop,5800,Walnut St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
WEST PHILA HIGH SCHOOL,4901 CHESTNUT ST,F,H,19139,39.958659,-75.219982,0.99,rooftop,4901-31,Chestnut St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
LIGHT OF ELMWOOD LODGE # 45,5026 SPRUCE ST,M,H,19139,39.953991,-75.223193,1,rooftop,5026,Spruce St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
GLOBAL LEADERSHIP ACADEMY SOUTHWEST,5200 PINE ST,A,L,19143,39.953678,-75.226224,1,range_interpolation,5200,Pine St,,,Philadelphia,PA,Philadelphia County,19143,US,TIGER/Line® dataset from the US Census Bureau
GLOBAL LEADERSHIP ACADEMY SOUTHWEST,5200 PINE ST,A,L,19143,39.953678,-75.226224,1,range_interpolation,5200,Pine St,,,Philadelphia,PA,Philadelphia County,19143,US,TIGER/Line® dataset from the US Census Bureau
WEST PHILA HIGH SCHOOL,4901 CHESTNUT ST,F,H,19139,39.958659,-75.219982,0.99,rooftop,4901-31,Chestnut St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
BARBER SHOP [259 S 52ND ST],259 S 52ND ST,R,L,19139,39.955388,-75.225608,1,rooftop,259,S 52nd St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
BLACKWELL BRANCH LIBRARY,125 S 52ND ST,F,N,19139,39.957479,-75.225055,0.99,rooftop,125-33,S 52nd St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
GLOBAL LEADERSHIP ACADEMY SOUTHWEST,5200 PINE ST,A,L,19143,39.953678,-75.226224,1,range_interpolation,5200,Pine St,,,Philadelphia,PA,Philadelphia County,19143,US,TIGER/Line® dataset from the US Census Bureau
GLOBAL LEADERSHIP ACADEMY SOUTHWEST,5200 PINE ST,A,L,19143,39.953678,-75.226224,1,range_interpolation,5200,Pine St,,,Philadelphia,PA,Philadelphia County,19143,US,TIGER/Line® dataset from the US Census Bureau
HAMILTON SCHOOL,5640 SPRUCE ST,M,L,19139,39.955559,-75.234973,1,range_interpolation,5640,Spruce St,,,Philadelphia,PA,Philadelphia County,19139,US,TIGER/Line® dataset from the US Census Bureau
HAMILTON SCHOOL,5640 SPRUCE ST,M,L,19139,39.955559,-75.234973,1,range_interpolation,5640,Spruce St,,,Philadelphia,PA,Philadelphia County,19139,US,TIGER/Line® dataset from the US Census Bureau
SAYRE SCHOOL,5800 WALNUT ST,M,L,19139,39.957457,-75.238688,1,rooftop,5800,Walnut St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
HAMILTON SCHOOL,5640 SPRUCE ST,M,L,19139,39.955559,-75.234973,1,range_interpolation,5640,Spruce St,,,Philadelphia,PA,Philadelphia County,19139,US,TIGER/Line® dataset from the US Census Bureau
MORRIS RECREATION CENTER,5835 SPRUCE ST,A,L,19139,39.956505,-75.239506,0.99,rooftop,5835-49,Spruce St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
TABERNACLE LUTHERAN CHURCH,5843 SPRUCE ST,M,N,19139,39.956317,-75.238558,1,range_interpolation,5843,Spruce St,,,Philadelphia,PA,Philadelphia County,19139,US,TIGER/Line® dataset from the US Census Bureau
WEST PHILA HIGH SCHOOL,4901 CHESTNUT ST,F,H,19139,39.958659,-75.219982,0.99,rooftop,4901-31,Chestnut St,,,Philadelphia,PA,Philadelphia County,19139,US,Philadelphia
LOWELL SCHOOL,450 W NEDRO AVE,M,N,19120,40.040808,-75.128688,1,range_interpolation,450,W Nedro Ave,,,Philadelphia,PA,Philadelphia County,19120,US,TIGER/Line® dataset from the US Census Bureau
LOWELL SCHOOL,450 W NEDRO AVE,M,N,19120,40.040808,-75.128688,1,range_interpolation,450,W Nedro Ave,,,Philadelphia,PA,Philadelphia County,19120,US,TIGER/Line® dataset from the US Census Bureau
LOWELL SCHOOL,450 W NEDRO AVE,M,N,19120,40.040808,-75.128688,1,range_interpolation,450,W Nedro Ave,,,Philadelphia,PA,Philadelphia County,19120,US,TIGER/Line® dataset from the US Census Bureau
LOWELL SCHOOL,450 W NEDRO AVE,M,N,19120,40.040808,-75.128688,1,range_interpolation,450,W Nedro Ave,,,Philadelphia,PA,Philadelphia County,19120,US,TIGER/Line® dataset from the US Census Bureau
GROVER WASHINGTON SCHOOL,201 E OLNEY AVE,M,L,19120,40.03555,-75.118115,1,rooftop,201,E Olney Ave,,,Philadelphia,PA,Philadelphia County,19120,US,Philadelphia
